SO2,CO,O3,PM10,PM2.5,NOx,NO,NO2,THC,NMHC,CH4,UVB,AMB_TEMP,RAINFALL,RH,WIND_SPEED,WIND_DIREC,WS_HR,WD_HR,PH_RAIN,RAIN_COND,DATE,STATION
4.062499999999999,0.4662499999999999,26.629166666666666,52.416666666666664,35.916666666666664,24.125,4.654166666666666,19.625,0,0,0,0,15.291666666666666,0.0,81.45833333333333,1.729166666666667,50.75,1.2666666666666666,50.541666666666664,0,0,2012/1/1,2
8.254166666666668,0.5962500000000001,14.529166666666669,74.75,44.666666666666664,57.19166666666666,26.45833333333334,30.679166666666664,0,0,0,0,15.75,0.0,70.83333333333333,1.5208333333333333,26.912499999999998,1.3333333333333333,27.304166666666664,0,0,2012/1/2,2
4.375,0.3658333333333332,22.545833333333334,29.541666666666668,18.166666666666668,22.474999999999998,4.154166666666667,18.341666666666665,0,0,0,0,16.083333333333332,0.20833333333333334,86.75,2.0875,35.17916666666667,1.720833333333333,36.47083333333334,0,0,2012/1/3,2
4.2375,0.5304166666666666,18.375,41.291666666666664,25.333333333333332,22.5,3.587500000000001,18.941666666666666,0,0,0,0,11.070833333333335,0.20833333333333337,85.83333333333333,1.716666666666667,6.533333333333332,1.7625,6.258333333333334,0,0,2012/1/4,2
4.675000000000001,0.42208333333333337,11.97916666666667,20.791666666666668,14.583333333333334,35.12083333333333,10.975000000000001,24.208333333333332,0,0,0,0,11.375,0.7499999999999999,83.91666666666667,1.2916666666666665,0.4958333333333333,1.2166666666666666,0.5416666666666666,0,0,2012/1/5,2
4.5,0.45416666666666655,14.387500000000001,9.833333333333334,7.958333333333333,38.458333333333336,14.737500000000002,23.708333333333332,0,0,0,0,15.25,1.3583333333333334,90.70833333333333,1.2583333333333335,40.0,0.9499999999999998,39.875,0,0,2012/1/6,2
2.283333333333333,0.28541666666666665,29.625,9.75,5.708333333333333,13.583333333333334,2.266666666666666,11.4125,0,0,0,0,16.25,0.8416666666666667,93.5,2.5625000000000004,64.29166666666667,1.875,64.04166666666667,0,0,2012/1/7,2
1.9124999999999999,0.31625,30.333333333333332,10.291666666666666,7.333333333333333,12.304166666666665,1.7166666666666668,10.6375,0,0,0,0,17.791666666666668,0.6583333333333332,94.5,1.6333333333333337,73.16666666666667,1.2,72.66666666666667,0,0,2012/1/8,2
3.233333333333334,0.32000000000000006,22.229166666666668,12.583333333333334,9.041666666666666,18.308333333333334,2.2208333333333337,16.166666666666668,0,0,0,0,16.625,0.3083333333333334,94.20833333333333,2.0749999999999997,65.29166666666667,1.4624999999999997,64.20833333333333,0,0,2012/1/9,2
4.966666666666668,0.4808333333333334,21.566666666666666,37.958333333333336,28.083333333333332,27.291666666666668,6.591666666666669,20.666666666666668,0,0,0,0,17.375,0.10000000000000002,85.04166666666667,1.8458333333333334,58.416666666666664,1.4041666666666668,59.875,0,0,2012/1/10,2
2.1166666666666667,0.48125,29.25,52.666666666666664,38.625,16.829166666666666,1.7666666666666666,15.137500000000001,0,0,0,0,16.0,0.016666666666666666,75.54166666666667,1.9874999999999998,62.083333333333336,1.4375,64.83333333333333,0,0,2012/1/11,2
4.958333333333334,0.5179166666666667,22.47083333333333,38.5,31.166666666666668,23.05,4.65,18.479166666666668,0,0,0,0,15.916666666666666,0.025000000000000005,86.33333333333333,2.275,61.083333333333336,1.6083333333333327,60.458333333333336,0,0,2012/1/12,2
3.583333333333332,0.43124999999999997,15.762500000000001,16.333333333333332,11.25,25.666666666666668,5.7124999999999995,19.958333333333332,0,0,0,0,17.916666666666668,0.041666666666666664,93.58333333333333,1.8458333333333332,68.08333333333333,1.4416666666666667,66.75,0,0,2012/1/13,2
3.895833333333334,0.6370833333333333,19.09166666666667,27.333333333333332,19.958333333333332,36.166666666666664,7.9375,28.191666666666666,0,0,0,0,20.875,0.09999999999999999,87.91666666666667,1.4958333333333333,175.83333333333334,1.2833333333333334,164.75,0,0,2012/1/14,2
3.379166666666667,0.44875000000000004,14.054166666666667,13.291666666666666,10.458333333333334,25.625,5.474999999999999,20.041666666666668,0,0,0,0,18.958333333333332,0.35000000000000003,92.66666666666667,1.4416666666666667,121.20833333333333,1.1041666666666667,127.375,0,0,2012/1/15,2
1.3791666666666664,0.48166666666666674,17.287499999999998,14.125,8.333333333333334,30.066666666666666,8.333333333333336,21.72083333333333,0,0,0,0,16.916666666666668,0.5499999999999999,87.91666666666667,1.7166666666666666,175.29166666666666,1.383333333333333,174.58333333333334,0,0,2012/1/16,2
5.508333333333333,0.49166666666666686,6.037500000000001,33.25,16.333333333333332,39.875,18.837500000000002,21.083333333333332,0,0,0,0,17.791666666666668,0.0,76.45833333333333,2.1708333333333334,73.45833333333333,1.5833333333333333,72.16666666666667,0,0,2012/1/17,2
9.345833333333333,0.9954166666666664,4.979166666666667,61.416666666666664,35.041666666666664,94.08333333333333,56.387499999999996,37.583333333333336,0,0,0,0,19.041666666666668,0.0,79.20833333333333,0.8250000000000001,117.175,0.6583333333333332,134.04166666666666,0,0,2012/1/18,2
2.1208333333333327,0.5904166666666667,21.954166666666666,45.0,29.583333333333332,37.208333333333336,13.212499999999999,23.916666666666668,0,0,0,0,18.708333333333332,0.0,82.625,1.9041666666666661,144.33333333333334,1.566666666666667,142.25,0,0,2012/1/19,2
2.3791666666666664,0.5579166666666666,26.125,45.875,34.333333333333336,23.25,2.995833333333333,20.175,0,0,0,0,16.75,0.008333333333333333,87.16666666666667,2.0541666666666667,58.291666666666664,1.4791666666666663,56.25,0,0,2012/1/20,2
0.9041666666666667,0.6625,28.458333333333332,25.125,20.708333333333332,18.75,1.970833333333333,16.704166666666666,0,0,0,0,16.125,0.18333333333333335,92.0,1.8125,64.25,1.2458333333333336,64.91666666666667,0,0,2012/1/21,2
0.9291666666666667,0.3491666666666667,33.875,8.375,6.666666666666667,8.758333333333335,1.175,7.6000000000000005,0,0,0,0,13.833333333333334,1.2916666666666667,91.95833333333333,2.070833333333333,67.125,1.4874999999999998,68.66666666666667,0,0,2012/1/22,2
2.3875,0.34,32.666666666666664,10.833333333333334,9.125,8.862499999999999,0.9874999999999999,7.8708333333333345,0,0,0,0,12.291666666666666,0.8666666666666666,91.41666666666667,1.9916666666666665,64.25,1.3874999999999995,64.95833333333333,0,0,2012/1/23,2
1.4625000000000001,0.2591666666666667,20.041666666666668,6.791666666666667,5.791666666666667,8.404166666666667,0.8708333333333332,7.591666666666666,0,0,0,0,9.083333333333334,0.8583333333333333,58.708333333333336,1.0166666666666666,39.291666666666664,0.6833333333333332,42.5,0,0,2012/1/24,2
3.6333333333333333,0.5175000000000002,33.583333333333336,38.125,32.541666666666664,11.666666666666666,0.7250000000000001,10.979166666666666,0,0,0,0,11.291666666666666,0.24166666666666678,90.125,1.820833333333333,67.58333333333333,1.2916666666666665,68.75,0,0,2012/1/25,2
2.7458333333333336,0.5070833333333333,22.554166666666664,39.166666666666664,33.833333333333336,26.1375,7.2375,18.804166666666667,0,0,0,0,13.541666666666666,0.5416666666666666,91.16666666666667,1.4458333333333337,76.875,1.0708333333333335,70.5,0,0,2012/1/26,2
2.5791666666666666,0.6720833333333333,15.475,35.208333333333336,24.541666666666668,40.125,20.099999999999998,20.166666666666668,0,0,0,0,16.5,0.0,86.41666666666667,1.2958333333333332,159.79166666666666,0.9666666666666667,173.33333333333334,0,0,2012/1/27,2
1.9666666666666661,0.5441666666666666,14.462499999999999,37.5,27.416666666666668,27.75,6.604166666666668,21.125,0,0,0,0,17.083333333333332,0.0,83.58333333333333,1.1500000000000001,168.58333333333334,0.9249999999999999,179.70833333333334,0,0,2012/1/28,2
1.7583333333333335,0.42874999999999996,22.3625,20.666666666666668,12.666666666666666,20.75,4.145833333333333,16.583333333333332,0,0,0,0,16.958333333333332,0.025000000000000005,88.79166666666667,1.0833333333333333,120.66666666666667,0.8208333333333333,110.20833333333333,0,0,2012/1/29,2
1.5958333333333339,0.4795833333333334,25.84583333333333,37.958333333333336,25.25,23.916666666666668,6.045833333333335,18.05,0,0,0,0,16.875,0.0,85.58333333333333,1.3666666666666665,113.5,0.8624999999999999,110.41666666666667,0,0,2012/1/30,2
1.4041666666666668,0.4166666666666666,24.654166666666665,24.375,17.5,28.604166666666668,5.791666666666667,22.733333333333334,0,0,0,0,14.916666666666666,0.075,88.5,1.4541666666666666,74.16666666666667,1.0208333333333333,73.54166666666667,0,0,2012/1/31,2
1.9416666666666664,0.4033333333333333,24.2,28.833333333333332,17.833333333333332,30.641666666666666,9.912500000000001,20.712500000000002,0,0,0,0,16.416666666666668,0.03333333333333333,87.75,2.095833333333333,57.583333333333336,1.5666666666666667,58.125,0,0,2012/2/1,2
2.7374999999999994,0.34375,33.458333333333336,14.916666666666666,12.625,16.054166666666667,2.2333333333333334,13.774999999999999,0,0,0,0,13.666666666666666,0.6250000000000001,91.08333333333333,2.725,65.29166666666667,1.7833333333333339,66.0,0,0,2012/2/2,2
2.0874999999999995,0.3466666666666667,20.558333333333334,10.208333333333334,8.125,24.650000000000002,4.0375,20.733333333333334,0,0,0,0,12.75,1.0166666666666666,93.54166666666667,1.9333333333333327,60.708333333333336,1.2541666666666667,59.25,0,0,2012/2/3,2
1.5125,0.5058333333333334,16.10833333333333,10.375,7.166666666666667,37.166666666666664,16.504166666666666,20.650000000000002,0,0,0,0,17.166666666666668,0.10000000000000002,91.45833333333333,1.6250000000000002,73.91666666666667,1.1458333333333333,68.625,0,0,2012/2/4,2
5.375,0.605,16.662499999999998,38.875,25.625,37.333333333333336,14.999999999999998,22.375,0,0,0,0,19.5,0.0,84.75,1.8083333333333333,157.41666666666666,1.3833333333333335,162.58333333333334,0,0,2012/2/5,2
4.066666666666667,0.9362500000000001,15.274999999999999,51.791666666666664,33.333333333333336,65.04166666666667,29.170833333333334,35.708333333333336,0,0,0,0,22.125,0.0,78.58333333333333,1.3458333333333332,187.54166666666666,0.9791666666666666,173.875,0,0,2012/2/6,2
